order_id,order_date,ship_date,ship_mode,customer_id,segment,country,city,state,postal_code,region,product_id,category,sub_category,product_name,sales,quantity,discount,profit,returned,state_name,city_name,category_name,sub_category_name,ship_mode_name,segment_name,customer_id_code
CA-2017-114412,2017-04-15,2017-04-20,3,AA-10480,0,United States,96,31,28027,South,OFF-PA-10002365,1,12,Xerox 1967,15.552000000000003,3,0.2,5.4432,0,North Carolina,Concord,Office Supplies,Paper,Standard Class,Consumer,2
CA-2016-161389,2016-12-05,2016-12-10,3,IM-15070,0,United States,452,45,98103,West,OFF-BI-10003656,1,3,Fellowes PB200 Plastic Comb Binding Machine,407.97600000000006,3,0.2,132.5921999999999,0,Washington,Seattle,Office Supplies,Binders,Standard Class,Consumer,338
US-2015-118983,2015-11-22,2015-11-26,3,HP-14815,2,United States,154,41,76106,Central,OFF-AP-10002311,1,1,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",68.80999999999999,5,0.8,-123.858,0,Texas,Fort Worth,Office Supplies,Appliances,Standard Class,Home Office,330
US-2015-118983,2015-11-22,2015-11-26,3,HP-14815,2,United States,154,41,76106,Central,OFF-BI-10000756,1,3,Storex DuraTech Recycled Plastic Frosted Binders,2.544,3,0.8,-3.8160000000000016,0,Texas,Fort Worth,Office Supplies,Binders,Standard Class,Home Office,330
CA-2014-105893,2014-11-11,2014-11-18,3,PK-19075,0,United States,272,47,53711,Central,OFF-ST-10004186,1,14,"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D",665.88,6,0.0,13.3176,0,Wisconsin,Madison,Office Supplies,Storage,Standard Class,Consumer,597
CA-2014-167164,2014-05-13,2014-05-15,2,AG-10270,0,United States,513,42,84084,West,OFF-ST-10000107,1,14,Fellowes Super Stor/Drawer,55.5,2,0.0,9.989999999999997,0,Utah,West Jordan,Office Supplies,Storage,Second Class,Consumer,18
CA-2014-143336,2014-08-27,2014-09-01,2,ZD-21925,0,United States,438,3,94109,West,OFF-AR-10003056,1,2,Newell 341,8.56,2,0.0,2.4824,1,California,San Francisco,Office Supplies,Art,Second Class,Consumer,792
CA-2014-143336,2014-08-27,2014-09-01,2,ZD-21925,0,United States,438,3,94109,West,TEC-PH-10001949,2,13,Cisco SPA 501G IP Phone,213.48,3,0.2,16.01099999999998,1,California,San Francisco,Technology,Phones,Second Class,Consumer,792
CA-2014-143336,2014-08-27,2014-09-01,2,ZD-21925,0,United States,438,3,94109,West,OFF-BI-10002215,1,3,"Wilson Jones Hanging View Binder, White, 1""",22.72,4,0.2,7.383999999999999,1,California,San Francisco,Office Supplies,Binders,Second Class,Consumer,792
CA-2016-137330,2016-12-09,2016-12-13,3,KB-16585,1,United States,158,25,68025,Central,OFF-AR-10000246,1,2,Newell 318,19.46,7,0.0,5.0596,0,Nebraska,Fremont,Office Supplies,Art,Standard Class,Corporate,417
CA-2016-137330,2016-12-09,2016-12-13,3,KB-16585,1,United States,158,25,68025,Central,OFF-AP-10001492,1,1,"Acco Six-Outlet Power Strip, 4' Cord Length",60.34,7,0.0,15.6884,0,Nebraska,Fremont,Office Supplies,Appliances,Standard Class,Corporate,417
US-2017-156909,2017-07-16,2017-07-18,2,SF-20065,0,United States,374,36,19140,East,FUR-CH-10002774,0,5,"Global Deluxe Stacking Chair, Gray",71.37199999999999,2,0.3,-1.0196000000000005,0,Pennsylvania,Philadelphia,Furniture,Chairs,Second Class,Consumer,684
CA-2015-106320,2015-09-25,2015-09-30,3,EB-13870,0,United States,351,42,84057,West,FUR-TA-10000577,0,16,Bretford CR4500 Series Slim Rectangular Table,1044.63,3,0.0,240.2649,0,Utah,Orem,Furniture,Tables,Standard Class,Consumer,249
CA-2016-121755,2016-01-16,2016-01-20,2,EH-13945,0,United States,266,3,90049,West,OFF-BI-10001634,1,3,Wilson Jones Active Use Binders,11.648,2,0.2,4.2224,0,California,Los Angeles,Office Supplies,Binders,Second Class,Consumer,258
CA-2016-121755,2016-01-16,2016-01-20,2,EH-13945,0,United States,266,3,90049,West,TEC-AC-10003027,2,0,Imation 8GB Mini TravelDrive USB 2.0 Flash Drive,90.57,3,0.0,11.774100000000004,0,California,Los Angeles,Technology,Accessories,Second Class,Consumer,258
US-2015-150630,2015-09-17,2015-09-21,3,TB-21520,0,United States,374,36,19140,East,FUR-BO-10004834,0,4,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",3083.4300000000003,7,0.5,-1665.0522,0,Pennsylvania,Philadelphia,Furniture,Bookcases,Standard Class,Consumer,738
US-2015-150630,2015-09-17,2015-09-21,3,TB-21520,0,United States,374,36,19140,East,OFF-BI-10000474,1,3,Avery Recycled Flexi-View Covers for Binding Systems,9.618000000000002,2,0.7,-7.0532,0,Pennsylvania,Philadelphia,Office Supplies,Binders,Standard Class,Consumer,738
US-2015-150630,2015-09-17,2015-09-21,3,TB-21520,0,United States,374,36,19140,East,FUR-FU-10004848,0,9,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",124.20000000000002,3,0.2,15.524999999999991,0,Pennsylvania,Philadelphia,Furniture,Furnishings,Standard Class,Consumer,738
US-2015-150630,2015-09-17,2015-09-21,3,TB-21520,0,United States,374,36,19140,East,OFF-EN-10001509,1,7,Poly String Tie Envelopes,3.264,2,0.2,1.1015999999999997,0,Pennsylvania,Philadelphia,Office Supplies,Envelopes,Standard Class,Consumer,738
US-2015-150630,2015-09-17,2015-09-21,3,TB-21520,0,United States,374,36,19140,East,OFF-AR-10004042,1,2,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",86.304,6,0.2,9.709199999999989,0,Pennsylvania,Philadelphia,Office Supplies,Art,Standard Class,Consumer,738
US-2015-150630,2015-09-17,2015-09-21,3,TB-21520,0,United States,374,36,19140,East,OFF-BI-10001525,1,3,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",6.858000000000001,6,0.7,-5.715,0,Pennsylvania,Philadelphia,Office Supplies,Binders,Standard Class,Consumer,738
US-2015-150630,2015-09-17,2015-09-21,3,TB-21520,0,United States,374,36,19140,East,OFF-AR-10001683,1,2,Lumber Crayons,15.76,2,0.2,3.5460000000000007,0,Pennsylvania,Philadelphia,Office Supplies,Art,Standard Class,Consumer,738
CA-2017-107727,2017-10-19,2017-10-23,2,MA-17560,2,United States,207,41,77095,Central,OFF-PA-10000249,1,12,Easy-staple paper,29.472,3,0.2,9.946799999999998,0,Texas,Houston,Office Supplies,Paper,Second Class,Home Office,482
CA-2016-117590,2016-12-08,2016-12-10,0,GH-14485,1,United States,406,41,75080,Central,TEC-PH-10004977,2,13,GE 30524EE4,1097.5440000000003,7,0.2,123.4736999999999,0,Texas,Richardson,Technology,Phones,First Class,Corporate,300
CA-2016-117590,2016-12-08,2016-12-10,0,GH-14485,1,United States,406,41,75080,Central,FUR-FU-10003664,0,9,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",190.92,5,0.6,-147.96300000000002,0,Texas,Richardson,Furniture,Furnishings,First Class,Corporate,300
CA-2015-117415,2015-12-27,2015-12-31,3,SN-20710,2,United States,207,41,77041,Central,OFF-EN-10002986,1,7,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",113.328,9,0.2,35.415,0,Texas,Houston,Office Supplies,Envelopes,Standard Class,Home Office,704
CA-2015-117415,2015-12-27,2015-12-31,3,SN-20710,2,United States,207,41,77041,Central,FUR-BO-10002545,0,4,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",532.3992,3,0.32,-46.97640000000001,0,Texas,Houston,Furniture,Bookcases,Standard Class,Home Office,704
CA-2015-117415,2015-12-27,2015-12-31,3,SN-20710,2,United States,207,41,77041,Central,FUR-CH-10004218,0,5,"Global Fabric Manager's Chair, Dark Gray",212.058,3,0.3,-15.146999999999991,0,Texas,Houston,Furniture,Chairs,Standard Class,Home Office,704
CA-2015-117415,2015-12-27,2015-12-31,3,SN-20710,2,United States,207,41,77041,Central,TEC-PH-10000486,2,13,Plantronics HL10 Handset Lifter,371.168,4,0.2,41.75639999999996,0,Texas,Houston,Technology,Phones,Standard Class,Home Office,704
CA-2017-120999,2017-09-10,2017-09-15,3,LC-16930,1,United States,321,11,60540,Central,TEC-PH-10004093,2,13,Panasonic Kx-TS550,147.168,4,0.2,16.556399999999996,0,Illinois,Naperville,Technology,Phones,Standard Class,Corporate,452
CA-2016-101343,2016-07-17,2016-07-22,3,RA-19885,1,United States,266,3,90049,West,OFF-ST-10003479,1,14,"Eldon Base for stackable storage shelf, platinum",77.88,2,0.0,3.8939999999999912,0,California,Los Angeles,Office Supplies,Storage,Standard Class,Corporate,617
CA-2017-139619,2017-09-19,2017-09-23,3,ES-14080,1,United States,288,8,32935,South,OFF-ST-10003282,1,14,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",95.616,2,0.2,9.56160000000001,0,Florida,Melbourne,Office Supplies,Storage,Standard Class,Corporate,278
CA-2016-118255,2016-03-11,2016-03-13,0,ON-18715,1,United States,129,21,55122,Central,TEC-AC-10000171,2,0,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",45.98,2,0.0,19.7714,0,Minnesota,Eagan,Technology,Accessories,First Class,Corporate,579
CA-2016-118255,2016-03-11,2016-03-13,0,ON-18715,1,United States,129,21,55122,Central,OFF-BI-10003291,1,3,Wilson Jones Leather-Like Binders with DublLock Round Rings,17.46,2,0.0,8.206199999999999,0,Minnesota,Eagan,Office Supplies,Binders,First Class,Corporate,579
CA-2014-146703,2014-10-20,2014-10-25,2,PO-18865,0,United States,516,20,48185,Central,OFF-ST-10001713,1,14,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",211.96,4,0.0,8.478399999999993,0,Michigan,Westland,Office Supplies,Storage,Second Class,Consumer,603
CA-2016-169194,2016-06-20,2016-06-25,3,LH-16900,0,United States,124,6,19901,East,TEC-AC-10002167,2,0,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,45.0,3,0.0,4.950000000000001,0,Delaware,Dover,Technology,Accessories,Standard Class,Consumer,461
CA-2016-169194,2016-06-20,2016-06-25,3,LH-16900,0,United States,124,6,19901,East,TEC-PH-10003988,2,13,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",21.8,2,0.0,6.104000000000001,0,Delaware,Dover,Technology,Phones,Standard Class,Consumer,461
CA-2015-115742,2015-04-18,2015-04-22,3,DP-13000,0,United States,324,12,47150,Central,OFF-BI-10004410,1,3,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",38.22,6,0.0,17.9634,0,Indiana,New Albany,Office Supplies,Binders,Standard Class,Consumer,229
CA-2015-115742,2015-04-18,2015-04-22,3,DP-13000,0,United States,324,12,47150,Central,OFF-LA-10002762,1,10,Avery 485,75.17999999999999,6,0.0,35.334599999999995,0,Indiana,New Albany,Office Supplies,Labels,Standard Class,Consumer,229
CA-2015-115742,2015-04-18,2015-04-22,3,DP-13000,0,United States,324,12,47150,Central,FUR-FU-10001706,0,9,Longer-Life Soft White Bulbs,6.16,2,0.0,2.9568,0,Indiana,New Albany,Furniture,Furnishings,Standard Class,Consumer,229
CA-2015-115742,2015-04-18,2015-04-22,3,DP-13000,0,United States,324,12,47150,Central,FUR-CH-10003061,0,5,"Global Leather Task Chair, Black",89.99,1,0.0,17.098099999999988,0,Indiana,New Albany,Furniture,Chairs,Standard Class,Consumer,229
CA-2016-105816,2016-12-11,2016-12-17,3,JM-15265,1,United States,329,30,10024,East,OFF-FA-10000304,1,8,Advantus Push Pins,15.260000000000002,7,0.0,6.256600000000001,0,New York,New York City,Office Supplies,Fasteners,Standard Class,Corporate,390
CA-2016-105816,2016-12-11,2016-12-17,3,JM-15265,1,United States,329,30,10024,East,TEC-PH-10002447,2,13,AT&T CL83451 4-Handset Telephone,1029.95,5,0.0,298.6855,0,New York,New York City,Technology,Phones,Standard Class,Corporate,390
CA-2016-111682,2016-06-17,2016-06-18,0,TB-21055,0,United States,488,30,12180,East,OFF-ST-10000604,1,14,Home/Office Personal File Carts,208.56,6,0.0,52.13999999999999,1,New York,Troy,Office Supplies,Storage,First Class,Consumer,731
CA-2016-111682,2016-06-17,2016-06-18,0,TB-21055,0,United States,488,30,12180,East,OFF-PA-10001569,1,12,Xerox 232,32.400000000000006,5,0.0,15.552,1,New York,Troy,Office Supplies,Paper,First Class,Consumer,731
CA-2016-111682,2016-06-17,2016-06-18,0,TB-21055,0,United States,488,30,12180,East,FUR-CH-10003968,0,5,Novimex Turbo Task Chair,319.41,5,0.1,7.098000000000006,1,New York,Troy,Furniture,Chairs,First Class,Consumer,731
CA-2016-111682,2016-06-17,2016-06-18,0,TB-21055,0,United States,488,30,12180,East,OFF-PA-10000587,1,12,"Array Parchment Paper, Assorted Colors",14.56,2,0.0,6.9888,1,New York,Troy,Office Supplies,Paper,First Class,Consumer,731
CA-2016-111682,2016-06-17,2016-06-18,0,TB-21055,0,United States,488,30,12180,East,TEC-AC-10002167,2,0,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,30.0,2,0.0,3.3000000000000007,1,New York,Troy,Technology,Accessories,First Class,Consumer,731
CA-2016-111682,2016-06-17,2016-06-18,0,TB-21055,0,United States,488,30,12180,East,OFF-BI-10001460,1,3,Plastic Binding Combs,48.48,4,0.2,16.362,1,New York,Troy,Office Supplies,Binders,First Class,Consumer,731
CA-2016-111682,2016-06-17,2016-06-18,0,TB-21055,0,United States,488,30,12180,East,OFF-AR-10001868,1,2,Prang Dustless Chalk Sticks,1.68,1,0.0,0.84,1,New York,Troy,Office Supplies,Art,First Class,Consumer,731
CA-2015-135545,2015-11-24,2015-11-30,3,KM-16720,0,United States,266,3,90004,West,TEC-AC-10004633,2,0,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",13.98,2,0.0,6.151200000000001,0,California,Los Angeles,Technology,Accessories,Standard Class,Consumer,438
CA-2015-135545,2015-11-24,2015-11-30,3,KM-16720,0,United States,266,3,90004,West,OFF-BI-10001078,1,3,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",25.824,6,0.2,9.3612,0,California,Los Angeles,Office Supplies,Binders,Standard Class,Consumer,438
CA-2015-135545,2015-11-24,2015-11-30,3,KM-16720,0,United States,266,3,90004,West,OFF-PA-10003892,1,12,Xerox 1943,146.73,3,0.0,68.9631,0,California,Los Angeles,Office Supplies,Paper,Standard Class,Consumer,438
CA-2015-135545,2015-11-24,2015-11-30,3,KM-16720,0,United States,266,3,90004,West,FUR-FU-10000397,0,9,Luxo Economy Swing Arm Lamp,79.76,4,0.0,22.33280000000001,0,California,Los Angeles,Furniture,Furnishings,Standard Class,Consumer,438
US-2015-164175,2015-04-30,2015-05-05,3,PS-18970,2,United States,80,11,60610,Central,FUR-CH-10001146,0,5,"Global Value Mid-Back Manager's Chair, Gray",213.115,5,0.3,-15.22250000000001,0,Illinois,Chicago,Furniture,Chairs,Standard Class,Home Office,609
CA-2014-106376,2014-12-05,2014-12-10,3,BS-11590,1,United States,166,1,85234,West,OFF-AR-10002671,1,2,"Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige",1113.024,8,0.2,111.30239999999998,0,Arizona,Gilbert,Office Supplies,Art,Standard Class,Corporate,106
CA-2014-106376,2014-12-05,2014-12-10,3,BS-11590,1,United States,166,1,85234,West,TEC-PH-10002726,2,13,netTALK DUO VoIP Telephone Service,167.96800000000002,4,0.2,62.988,0,Arizona,Gilbert,Technology,Phones,Standard Class,Corporate,106
CA-2016-119823,2016-06-04,2016-06-06,0,KD-16270,0,United States,464,44,22153,South,OFF-PA-10000482,1,12,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",75.88,2,0.0,35.663599999999995,0,Virginia,Springfield,Office Supplies,Paper,First Class,Consumer,422
CA-2016-106075,2016-09-18,2016-09-23,3,HM-14980,0,United States,329,30,10009,East,OFF-BI-10004654,1,3,Avery Binding System Hidden Tab Executive Style Index Sets,4.616,1,0.2,1.731,0,New York,New York City,Office Supplies,Binders,Standard Class,Consumer,329
CA-2017-114440,2017-09-14,2017-09-17,2,TB-21520,0,United States,215,20,49201,Central,OFF-PA-10004675,1,12,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",19.05,3,0.0,8.763,0,Michigan,Jackson,Office Supplies,Paper,Second Class,Consumer,738
US-2015-134026,2015-04-26,2015-05-02,3,JE-15745,0,United States,289,40,38109,South,FUR-CH-10000513,0,5,High-Back Leather Manager's Chair,831.9360000000001,8,0.2,-114.39120000000004,0,Tennessee,Memphis,Furniture,Chairs,Standard Class,Consumer,356
US-2015-134026,2015-04-26,2015-05-02,3,JE-15745,0,United States,289,40,38109,South,FUR-FU-10003708,0,9,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",97.04,2,0.2,1.2129999999999974,0,Tennessee,Memphis,Furniture,Furnishings,Standard Class,Consumer,356
US-2015-134026,2015-04-26,2015-05-02,3,JE-15745,0,United States,289,40,38109,South,OFF-ST-10004123,1,14,Safco Industrial Wire Shelving System,72.784,1,0.2,-18.196,0,Tennessee,Memphis,Office Supplies,Storage,Standard Class,Consumer,356
US-2017-118038,2017-12-09,2017-12-11,0,KB-16600,1,United States,207,41,77041,Central,OFF-BI-10004182,1,3,Economy Binders,1.2479999999999998,3,0.8,-1.9344000000000008,0,Texas,Houston,Office Supplies,Binders,First Class,Corporate,418
US-2017-118038,2017-12-09,2017-12-11,0,KB-16600,1,United States,207,41,77041,Central,FUR-FU-10000260,0,9,"6"" Cubicle Wall Clock, Black",9.708,3,0.6,-5.8248000000000015,0,Texas,Houston,Furniture,Furnishings,First Class,Corporate,418
US-2017-118038,2017-12-09,2017-12-11,0,KB-16600,1,United States,207,41,77041,Central,OFF-ST-10000615,1,14,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",27.24,3,0.2,2.724000000000002,0,Texas,Houston,Office Supplies,Storage,First Class,Corporate,418
US-2014-147606,2014-11-26,2014-12-01,2,JE-15745,0,United States,207,41,77070,Central,FUR-FU-10003194,0,9,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",19.3,5,0.6,-14.475,0,Texas,Houston,Furniture,Furnishings,Second Class,Consumer,356
CA-2016-127208,2016-06-12,2016-06-15,0,SC-20770,1,United States,116,0,35601,South,OFF-AP-10002118,1,1,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",208.16,1,0.0,56.20320000000001,0,Alabama,Decatur,Office Supplies,Appliances,First Class,Corporate,679
CA-2016-127208,2016-06-12,2016-06-15,0,SC-20770,1,United States,116,0,35601,South,OFF-BI-10002309,1,3,Avery Heavy-Duty EZD  Binder With Locking Rings,16.740000000000002,3,0.0,8.0352,0,Alabama,Decatur,Office Supplies,Binders,First Class,Corporate,679
CA-2014-139451,2014-10-12,2014-10-16,3,DN-13690,0,United States,438,3,94122,West,OFF-AR-10002053,1,2,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",14.9,5,0.0,4.172000000000001,0,California,San Francisco,Office Supplies,Art,Standard Class,Consumer,226
CA-2014-139451,2014-10-12,2014-10-16,3,DN-13690,0,United States,438,3,94122,West,OFF-ST-10002370,1,14,"Sortfiler Multipurpose Personal File Organizer, Black",21.39,1,0.0,6.203099999999999,0,California,San Francisco,Office Supplies,Storage,Standard Class,Consumer,226
CA-2015-149734,2015-09-03,2015-09-08,3,JC-16105,1,United States,128,31,27707,South,OFF-EN-10000927,1,7,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,200.98400000000004,7,0.2,62.807499999999976,0,North Carolina,Durham,Office Supplies,Envelopes,Standard Class,Corporate,347
US-2017-119662,2017-11-13,2017-11-16,0,CS-12400,2,United States,80,11,60623,Central,OFF-ST-10003656,1,14,Safco Industrial Wire Shelving,230.376,3,0.2,-48.9549,0,Illinois,Chicago,Office Supplies,Storage,First Class,Home Office,177
CA-2017-140088,2017-05-28,2017-05-30,2,PO-18865,0,United States,93,38,29203,South,FUR-CH-10000863,0,5,Novimex Swivel Fabric Task Chair,301.96,2,0.0,33.215599999999995,0,South Carolina,Columbia,Furniture,Chairs,Second Class,Consumer,603
CA-2017-155558,2017-10-26,2017-11-02,3,PG-18895,0,United States,410,21,55901,Central,TEC-AC-10001998,2,0,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,19.99,1,0.0,6.796599999999998,0,Minnesota,Rochester,Technology,Accessories,Standard Class,Consumer,592
CA-2017-155558,2017-10-26,2017-11-02,3,PG-18895,0,United States,410,21,55901,Central,OFF-LA-10000134,1,10,Avery 511,6.16,2,0.0,2.9568,0,Minnesota,Rochester,Office Supplies,Labels,Standard Class,Consumer,592
CA-2016-159695,2016-04-05,2016-04-10,2,GM-14455,2,United States,207,41,77095,Central,OFF-ST-10003442,1,14,Eldon Portable Mobile Manager,158.36800000000002,7,0.2,13.8572,0,Texas,Houston,Office Supplies,Storage,Second Class,Home Office,304
CA-2016-109806,2016-09-17,2016-09-22,3,JS-15685,1,United States,266,3,90036,West,OFF-AR-10004930,1,2,Turquoise Lead Holder with Pocket Clip,20.1,3,0.0,6.632999999999998,1,California,Los Angeles,Office Supplies,Art,Standard Class,Corporate,406
CA-2016-109806,2016-09-17,2016-09-22,3,JS-15685,1,United States,266,3,90036,West,TEC-PH-10004093,2,13,Panasonic Kx-TS550,73.584,2,0.2,8.278199999999998,1,California,Los Angeles,Technology,Phones,Standard Class,Corporate,406
CA-2016-109806,2016-09-17,2016-09-22,3,JS-15685,1,United States,266,3,90036,West,OFF-PA-10000304,1,12,Xerox 1995,6.48,1,0.0,3.1104000000000003,1,California,Los Angeles,Office Supplies,Paper,Standard Class,Corporate,406
CA-2015-149587,2015-01-31,2015-02-05,2,KB-16315,0,United States,300,21,55407,Central,OFF-PA-10003177,1,12,Xerox 1999,12.96,2,0.0,6.2208000000000006,0,Minnesota,Minneapolis,Office Supplies,Paper,Second Class,Consumer,415
CA-2015-149587,2015-01-31,2015-02-05,2,KB-16315,0,United States,300,21,55407,Central,FUR-FU-10003799,0,9,"Seth Thomas 13 1/2"" Wall Clock",53.34,3,0.0,16.535399999999996,0,Minnesota,Minneapolis,Furniture,Furnishings,Second Class,Consumer,415
CA-2015-149587,2015-01-31,2015-02-05,2,KB-16315,0,United States,300,21,55407,Central,OFF-BI-10002852,1,3,Ibico Standard Transparent Covers,32.96,2,0.0,16.1504,0,Minnesota,Minneapolis,Office Supplies,Binders,Second Class,Consumer,415
US-2017-109484,2017-11-06,2017-11-12,3,RB-19705,2,United States,389,35,97206,West,OFF-BI-10004738,1,3,Flexible Leather- Look Classic Collection Ring Binder,5.682000000000001,1,0.7,-3.788,0,Oregon,Portland,Office Supplies,Binders,Standard Class,Home Office,626
CA-2017-161018,2017-11-09,2017-11-11,2,PN-18775,2,United States,329,30,10009,East,FUR-FU-10000629,0,9,9-3/4 Diameter Round Wall Clock,96.53,7,0.0,40.5426,0,New York,New York City,Furniture,Furnishings,Second Class,Home Office,601
CA-2017-157833,2017-06-17,2017-06-20,0,KD-16345,0,United States,438,3,94122,West,OFF-BI-10001721,1,3,Trimflex Flexible Post Binders,51.312,3,0.2,17.9592,0,California,San Francisco,Office Supplies,Binders,First Class,Consumer,423
CA-2016-149223,2016-09-06,2016-09-11,3,ER-13855,1,United States,427,21,55106,Central,OFF-AP-10000358,1,1,Fellowes Basic Home/Office Series Surge Protectors,77.88,6,0.0,22.5852,0,Minnesota,Saint Paul,Office Supplies,Appliances,Standard Class,Corporate,276
CA-2016-158568,2016-08-29,2016-09-02,3,RB-19465,2,United States,80,11,60610,Central,OFF-PA-10003256,1,12,Avery Personal Creations Heavyweight Cards,64.624,7,0.2,22.6184,0,Illinois,Chicago,Office Supplies,Paper,Standard Class,Home Office,623
CA-2016-158568,2016-08-29,2016-09-02,3,RB-19465,2,United States,80,11,60610,Central,TEC-AC-10001767,2,0,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,95.976,3,0.2,-10.79730000000001,0,Illinois,Chicago,Technology,Accessories,Standard Class,Home Office,623
